gene_5709,gene_5710,gene_18,gene_5506,gene_1867,gene_5647,gene_5228,gene_1221,gene_6223,gene_4016,gene_5996,gene_5715,gene_6208,gene_45,gene_6344,gene_1673,gene_1778,gene_6776,gene_5057,gene_6167,gene_1881,gene_5934,gene_6605,gene_41,gene_2401,gene_50,gene_7095,gene_5198,gene_6217,gene_2344,gene_6218,gene_1375,gene_6200,gene_6669,gene_44,gene_6180,gene_5931,gene_4935,gene_5937,gene_5930,gene_4679,gene_5997,gene_46,gene_5922,gene_1765,gene_2185,gene_1112,gene_38,gene_4651,gene_567,gene_1762,gene_51,gene_542,gene_1693,gene_5167,gene_995,gene_4278,gene_7069,gene_6730,gene_7029,gene_42,gene_5955,gene_5561,gene_3313,gene_5925,gene_7096,gene_282,gene_1801,gene_6883,gene_1132,gene_43,gene_2798,gene_1549,gene_7101,gene_6612,gene_7100,gene_1797,gene_5551,gene_6788,gene_1108,gene_6926,gene_40,gene_4317,gene_6178,gene_4198,gene_6772,gene_562,gene_4467,gene_1393,gene_1703,gene_6199,gene_6463,gene_5087,gene_2289,gene_5728,gene_5307,gene_6805,gene_5104,gene_6802,gene_5798,mean_expression,std_expression,max_expression,min_expression,expression_range,mutation_flag,cancer,cancer_label,anomaly_flag
20785,14399,23508,13854,53,19277,9554,28210,1331,16544,20128,12016,20540,27914,1743,12276,11205,-25491,19275,16264,7238,1636,-576,20574,7791,3879,21617,19949,1084,1050,425,5272,2096,11400,23829,12122,2239,17124,11414,1839,-190,21435,19257,17000,21941,9866,5402,9042,18742,15086,14026,5114,7110,74,10842,21725,1123,8513,13264,8454,15646,2499,10623,15591,12165,17676,16603,13685,142,2874,20905,20236,16823,9846,11692,10144,998,499,8249,1967,5717,2857,514,10970,27503,18190,15374,1007,3250,1614,688,346,1756,15030,13732,17044,7821,8750,7035,8815,598.6488988637958,2405.2685500806338,28350,-25491,53841,0,AML,1,0
16866,21063,17996,22266,-154,21177,15235,21618,1827,15837,15004,20609,20758,23054,1970,19173,209,-28400,16074,12220,12339,1880,3028,15496,976,2113,24514,18099,375,2964,-189,11139,12715,20909,19338,14207,1064,13059,8140,2587,-180,23431,16767,15893,17661,10899,2212,5199,15076,16980,15939,3076,5820,6667,11572,20287,-24,10526,10601,7373,12086,7039,18228,14683,18075,14574,12922,5904,1127,1153,15191,19187,16831,9002,14497,10373,1721,1833,11045,5202,13917,1365,9130,17211,24716,10872,15081,8210,6749,4148,7108,17196,2406,13850,18539,18788,5778,11115,7969,10756,676.9208865198485,2436.964932765126,25093,-28400,53493,0,AML,1,0
246,15803,19679,11386,4476,32946,11886,22037,12678,17511,15664,24906,20927,19527,3928,21498,8072,-27811,15952,13854,3654,6191,-329,23659,4108,870,18039,17099,4226,18773,4577,3959,21147,19907,18075,11468,2556,9895,11200,1145,-111,24536,14859,14392,16653,14090,1964,1255,14946,21470,17207,1616,11794,-260,13841,16638,1945,8252,9960,9068,13617,8728,16657,15917,20089,15518,11422,3416,3437,2020,19115,16571,21232,10418,17712,12292,6421,2395,6970,5619,5336,300,1252,12688,26725,9752,8790,8437,14471,1446,13176,16938,451,19490,18824,12311,13076,14308,13195,8805,723.5634731378875,2507.382019438621,32946,-27811,60757,0,AML,1,0
9233,10351,45815,15874,453,42904,4876,36200,422,21598,35196,4137,6824,27768,-207,6288,490,-21984,29371,24864,-65,630,103,6339,627,6418,20818,26442,108,-4,-212,19693,741,22228,19541,13624,-267,8149,15140,-120,2302,22889,24477,21240,13566,7285,-26,57,25158,25069,27495,27707,19135,137,15447,13327,-333,9885,23488,8540,5199,1228,13120,14551,18109,12869,5305,6387,152,772,9045,17547,11852,12103,4197,16456,934,6199,7377,7,4596,-337,13407,3495,21262,20398,11954,14056,4272,4142,335,21098,12475,13721,19768,9762,803,10078,912,7925,582.1949782578201,2473.9868811212777,45815,-21984,67799,0,ALL,0,0
10164,15736,20958,19660,-70,26196,5289,28622,58,25969,22123,29136,15865,13271,622,3412,-49,-21296,20737,20769,68,4143,-405,10756,827,92,9499,27044,169,223,-360,1033,200,8316,9857,7442,39,8741,2809,770,-111,21349,17671,18237,23159,2210,1856,-175,20106,28306,10723,2029,1046,1316,4337,18352,-332,14307,11477,14975,10207,2152,13752,14339,23728,17954,6652,1878,401,650,21238,17910,16904,10349,7696,18764,-251,310,10460,3226,9516,-371,1073,8754,26504,12738,6137,767,461,1462,166,22267,7592,18701,17254,10798,480,6605,541,9376,527.8193294992285,2304.800190587471,29136,-21296,50432,0,ALL,0,0
1,17323,25880,10744,6365,37529,8808,28380,2542,15333,21202,12046,14536,20794,959,10245,989,-10481,20122,10706,250,2913,-2,15439,344,207,20485,23935,1162,2693,315,4481,1012,16600,15363,15337,2879,9176,12425,735,116,26646,20166,18759,21466,9757,179,-55,19165,30820,20812,2582,7696,265,13803,13667,449,4095,15662,20656,14345,2998,16646,23350,23444,17102,5790,3113,16028,550,17735,12360,16685,19089,5775,16180,2780,11483,3925,2188,4609,-313,5681,3733,20899,10852,13871,4298,4866,2208,222,21475,1418,6181,13481,11579,2635,14149,4259,8075,603.8137186141114,2377.775458928656,37529,-10481,48010,0,ALL,0,0
43221,38430,41275,22039,50,28123,30140,37774,182,10841,31014,15382,4196,12511,29121,6421,706,-7861,31224,11885,107,3669,197,7760,851,170,11122,23012,277,7989,-48,2904,197,4240,6858,6526,30010,12652,7607,7346,212,17450,18311,18494,28736,1128,901,-18,26326,25794,10944,851,3967,1094,4910,16498,88,6409,21541,6253,9582,1952,13829,13367,19730,17048,4284,13617,5434,92,16248,21270,15022,8428,3559,10313,256,2372,4545,4660,4396,-233,1458,8269,13804,10158,15873,1611,2422,3681,16,16798,4152,12303,11463,11782,983,8506,1040,10204,576.0272127928181,2436.8483809064683,43221,-7861,51082,0,ALL,0,0
8147,14219,11195,14286,-183,23203,11194,15390,284,18580,11603,19976,9256,14738,295,10431,199,-16945,14170,14219,-177,1417,-824,14640,350,1491,17100,15906,22,3711,-104,5431,96,13870,11636,8049,-36,16129,15174,156,18727,20585,15303,14924,15850,4069,458,1453,13574,25231,18163,2967,5801,141,13017,19330,-184,11783,8530,14299,10675,3384,20940,21604,20401,12692,3303,9346,5535,420,17262,20378,24273,12933,8867,14833,149,11886,8353,700,7166,362,6074,7093,21018,14716,13777,3650,3904,7756,0,12534,7803,20114,17185,18263,298,12515,203,17896,751.464861831954,2437.8150023932008,25231,-16945,42176,0,ALL,0,0
8228,13851,21777,28849,-514,27112,6279,29500,92,16424,21930,22337,21601,23936,1225,3219,1293,-26775,20698,10003,394,2216,-326,10093,217,12616,21039,20680,22,169,-453,3984,198,10450,17374,20555,-173,5916,6927,1114,7264,16231,21605,20474,21651,5845,366,10309,19666,26823,18928,13679,5813,72,4300,16063,-235,5654,14032,8321,10127,1132,23371,12139,16531,16599,12104,5390,5,873,19092,14126,15941,7754,4466,14432,122,740,4762,2079,5917,3806,2735,5446,25043,23252,9419,12905,2077,4813,-309,23567,56,12895,18411,16949,2081,9543,2421,9761,601.5167625192875,2432.454360073247,29500,-26775,56275,0,ALL,0,0
10769,8950,28991,29050,5483,20192,9586,31076,525,14339,25143,8271,14049,17778,122,4639,18,-7764,23075,9170,-125,1903,-247,10171,699,281,14173,22490,383,6917,225,3844,3,5948,9902,20320,239,6410,11042,414,1374,11645,20434,19669,25335,2842,6858,104,22430,19968,16383,765,6989,-82,5730,19359,-28,5715,12444,3004,17294,446,14780,15311,9680,20265,5017,9337,95,302,21971,19739,15475,4895,6803,7299,787,5251,4162,151,13366,-109,7243,10161,29493,10989,14290,3088,1623,4714,150,19473,1704,12136,13831,15223,1167,13628,1141,6480,565.1524758030579,2352.0361071256148,31076,-7764,38840,0,ALL,0,0
2221,36663,42401,21633,49432,22347,21457,36329,27402,18871,33094,19205,4917,16775,5540,8790,1213,-13905,32731,10557,-96,1687,-213,12489,2235,584,16751,32421,7110,27106,6598,3966,93,7275,13309,10484,4100,12237,9114,800,6821,20573,14547,18056,28810,1062,221,307,27118,15910,23712,1365,3997,134,7638,11569,2444,8412,19914,3112,16066,2045,12448,22926,15027,20779,1913,7328,16277,4278,19426,14066,11359,6634,3677,6965,17840,8420,8208,6482,13208,-182,6607,5576,24522,12975,14537,3841,4646,3922,-28,23601,3170,13951,15590,16145,4451,12766,4329,8804,563.6142516481975,2521.4092544436226,49432,-13905,63337,0,ALL,0,0
27982,15447,27924,6549,1403,35402,9920,29313,615,24948,22621,5065,7027,25052,1611,5841,-60,-9619,21749,19354,502,1098,-29,20411,330,30139,20648,24114,157,389,-188,4431,16,3283,20371,19318,1599,7156,19321,793,7212,19982,22296,19391,20811,2208,163,223,20213,18872,21110,9827,6269,69,4162,13639,-38,10032,16922,11040,21334,1395,13750,16798,22256,21288,1885,6617,474,542,21580,15594,12584,14143,2094,13668,825,2266,8570,214,10616,254,3394,5179,24754,11581,16701,1719,3251,1850,109,17966,1681,13567,18675,10724,1529,12469,1424,8119,531.4015991022584,2335.8484764876503,35402,-9619,45021,0,ALL,0,0
26258,21484,21229,7958,199,34741,13372,22116,98,14532,17850,11163,11956,15420,471,9981,-146,-5353,18852,13481,78,880,-98,16760,621,15215,14065,17659,104,2882,-63,21084,149,12009,10761,10778,1513,7838,7872,48,6884,18374,17384,14731,19288,4443,496,-115,15857,21328,13661,12263,6037,47,7460,19630,1,5203,12804,6515,14799,2192,18062,8897,18546,17303,4853,7014,240,291,17467,22210,13706,11601,6116,9530,262,2362,6474,1087,14464,12,3995,6730,27985,11303,10893,7754,3457,4662,80,17739,21076,11786,20619,13836,310,22412,550,6239,530.1941366250526,2368.9060945762967,34741,-5353,40094,0,ALL,0,0
39600,26849,29189,13650,1290,42995,22198,29051,210,16170,24117,9199,5589,20034,545,10026,-30,-8318,21811,14776,49,418,-186,19690,173,30496,14440,23412,164,2733,75,13488,11,9635,14924,11089,1020,8085,7655,395,10693,24046,14555,13213,22230,4024,373,291,20574,20192,19203,15351,3823,210,8981,7847,176,10354,17250,14179,19406,2606,10973,15172,17515,21449,2994,7495,317,277,21859,12573,13460,18125,3830,21379,213,4824,11959,1101,14648,327,4685,5369,28903,12055,10874,4034,3781,2931,-60,20266,3826,13049,17706,12496,701,12554,746,5157,547.5909664749614,2359.7613853165462,42995,-8318,51313,0,ALL,0,0
39827,27432,29906,21486,3409,15586,21987,31530,1138,12996,23771,9280,9880,20711,11639,6574,917,-11535,22298,11941,239,1194,83,11777,703,17714,11534,22388,628,448,68,12168,236,14086,15123,18058,716,5736,5262,162,3935,19749,18758,18796,25683,11194,355,8378,19643,18045,24451,17926,7745,694,8995,14974,38,3937,15417,2535,13011,1270,15816,12372,11228,14085,5873,6098,1536,560,19526,14603,13018,5346,6684,5754,1786,1288,2516,2374,11079,6833,11269,5269,29468,18987,11853,8127,1878,3765,154,19212,3615,12294,19062,16416,2052,12996,2445,7826,520.2133539065787,2362.8723377305,39827,-11535,51362,0,AML,1,0
10711,11080,20288,13429,2179,28409,7242,23802,2368,16888,15680,10121,11409,20719,1234,8020,-139,-10873,17855,15618,-39,1520,4940,6332,623,319,19953,19182,72,224,-246,4670,2525,15752,16896,8090,254,3298,4163,427,374,25076,18028,16921,19598,15457,291,-25,17180,21843,15229,1714,7726,9515,15028,15861,-56,10763,10695,16414,5905,1815,15619,11727,22109,10325,5244,5597,62,297,7472,17245,20050,15764,6619,16813,2530,13146,8479,6595,12585,-154,4346,3705,26810,14830,8562,5119,3302,1826,1036,17663,1917,16109,17129,11182,876,16627,751,7376,575.0549866741478,2309.5152446012617,28409,-10873,39282,0,AML,1,0
27457,23314,23462,17061,746,32358,15505,27087,389,22970,20556,9679,18782,15982,3618,8259,311,-8646,21402,14917,453,2730,1027,7661,185,346,13644,19808,154,859,-174,5834,257,13709,10068,10928,2588,5341,9600,2344,5113,22352,18336,17319,18947,5810,283,31,17416,24027,17962,1313,13500,2514,11375,18172,-134,9792,12759,10204,8189,2230,15373,16707,20132,12625,6221,4620,215,330,12036,13321,14402,7703,5637,10891,843,10156,7128,1947,10174,-218,10455,4707,23849,12773,11773,3518,4953,2694,125,18503,3539,12156,15441,12139,343,11649,499,12437,617.2544536400617,2302.908489680732,32358,-8646,41004,0,AML,1,0
19872,19354,19457,13890,8615,29374,13576,19932,5086,15534,14502,14076,21714,19421,2943,8556,87,-12527,15194,12206,163,1498,-293,21537,575,421,19394,16845,43,169,-475,7643,257,13926,13239,15502,1834,12719,9404,2728,2088,22691,16631,17086,17611,5342,18459,32,15309,24352,19052,1618,6726,33,9377,24656,-243,7226,10774,10731,15601,715,20162,10095,19096,16120,11461,10515,389,474,19960,19303,15400,9978,9425,12712,4698,9009,8251,1839,6606,-49,4287,12108,23992,12009,12897,10019,3772,9487,245,16204,2445,15734,15818,17277,2068,14941,2258,11786,734.933511011362,2433.042040255916,29374,-12527,41901,0,AML,1,0
1715,14005,17499,7538,3376,20980,11148,17049,827,16638,10737,18546,17378,19052,2033,11688,777,-10279,14536,14856,-166,1256,2846,22417,271,222,18295,15095,464,4407,-231,4079,151,11569,16371,12125,427,11796,7473,547,14418,23176,16624,15544,16519,5450,1963,53,14028,25277,17351,1233,4693,4555,14199,14669,-77,10201,7912,14015,13884,5153,16860,16717,20699,13564,7875,8445,1298,406,18211,17566,20948,13480,9836,12952,1076,10965,11783,8656,11642,0,5499,7712,26073,16139,10878,6482,6157,5149,68,14219,2682,11219,19270,18448,969,18221,1187,12696,744.38658998457,2396.618702502529,26073,-10279,36352,0,AML,1,0
23021,25026,24611,15401,24,40065,17544,27923,5311,6116,22144,23721,15142,27062,411,14938,-113,-11234,22977,3339,2090,2648,2151,11170,513,200,27517,19831,-23,371,-103,2598,5830,18358,18996,10667,568,6284,8465,1163,4,23353,22681,23891,19955,6227,8190,106,20211,19821,22852,1930,7535,2464,10960,11759,-72,3183,16111,11389,13624,5507,16698,18182,21406,16689,8431,8146,64,284,14872,14021,17295,11222,5901,13192,2206,1133,2310,20520,3763,-295,482,8935,27652,15079,9216,4496,13545,1365,2147,19298,-694,11687,10084,17061,3050,9087,3380,11195,601.7967456866321,2392.539227040996,40065,-11234,51299,0,ALL,0,0
28335,27184,43084,14966,25374,17193,20618,44125,9721,8156,32936,7936,9509,25966,164,6448,2269,-9881,33410,9436,359,2828,-74,12594,1767,104,20678,23329,2102,6131,2226,639,32,3452,16561,13301,1762,11855,10113,274,3068,17785,19904,20551,31500,1105,3170,-199,30319,21519,8483,446,2349,47,2419,13705,1378,2761,11673,3145,14427,1844,12013,6730,7379,27768,5522,9913,601,1068,22001,18529,11563,4745,5150,5959,4820,1997,1804,781,4129,-416,1185,8340,36930,16352,11848,713,1275,2506,-69,19545,1043,5482,16404,11696,3360,15398,4975,8061,531.7291345209707,2434.7015982681028,44125,-9881,54006,0,ALL,0,0
52692,38133,49419,24794,25276,27990,24125,38545,9264,20417,33933,10560,8358,13243,471,5598,296,-13390,35344,13129,553,1635,-530,8770,839,355,11757,30475,991,234,453,1238,25,3257,8121,8958,1295,4405,9774,1269,14813,21815,15388,9123,31216,1624,97,0,26329,18305,10706,1817,3007,782,3919,12661,327,7851,16879,5667,7956,2016,11502,7413,13701,15267,4830,10181,1534,839,12076,16307,13088,7117,4472,7179,10094,2178,4923,149,3893,-481,10410,3445,30459,15295,7706,1725,1748,3777,74,23800,2173,12298,16397,13539,1977,14167,1910,6895,551.572170009819,2455.5170156466,52692,-13390,66082,0,AML,1,0
64015,40467,49084,17455,51900,53064,33230,36150,13639,24186,34173,13632,8202,13881,3568,6456,2681,-13436,35055,20253,180,1705,-76,9860,2724,249,17005,28845,8693,282,5780,3927,-104,4455,12180,12897,7463,19415,14191,1217,13380,13754,11217,19948,24041,854,177,-43,28690,20795,17305,1354,7043,-33,4888,6115,4788,11141,23639,14877,12353,3055,12732,9966,14699,29257,4478,10922,2356,3439,17989,6746,7330,19150,2709,22050,8866,2122,8413,1105,3355,-434,4585,5310,15464,11446,5637,233,1382,5104,-15,22922,9206,8505,11286,16069,3764,11171,4524,10370,545.0387151073081,2620.2195680209893,64015,-13436,77451,1,AML,1,1
1888,1027,20658,5952,1260,14225,110,19842,22502,15270,20066,13573,26766,6367,68,23869,747,-11169,14776,4795,17846,13015,-124,21021,1676,276,6440,16811,150,198,-171,7689,593,2912,3290,2332,379,17753,2776,107,86,6212,16963,19251,19046,3861,21229,36,15369,29147,22296,2268,3992,169,6574,12208,-11,3201,10428,10986,15692,16363,26868,14530,14517,16830,18941,14238,1510,1174,22613,23111,23661,4254,3513,9495,8872,778,2745,-128,10507,-201,18,14775,26414,10989,20847,3267,11562,1027,10,15828,904,13058,16071,15796,15202,17626,14911,21079,598.6488988637958,2565.122834929422,29380,-11169,40549,1,ALL,0,0
14395,20848,19266,20880,566,30946,15808,23458,1950,8869,16737,18799,26512,18852,4955,21043,9006,-20698,16994,7990,21404,37936,-5,19002,13774,2080,18212,18146,11857,1536,12410,11468,8252,18937,16588,20883,3704,10910,8897,4904,48,23927,14715,16037,19069,4705,7145,1396,14240,26012,18943,3804,14234,812,14087,18951,593,3584,11134,11733,14266,6935,20191,18122,20591,16171,17159,6798,1682,24214,21448,12454,22637,11190,12448,13421,621,4537,2256,-102,6632,1099,372,13243,23274,16288,14077,7391,7451,6330,3628,18206,635,18131,16279,9659,7982,10557,7728,12745,733.8830130453078,2547.0865215726826,37936,-20698,58634,1,AML,1,0
37717,34322,37749,20351,313,20389,27602,36297,1150,3650,27682,7904,28067,15017,10805,15497,10171,-22571,27481,4817,2745,1912,-440,20667,17279,1182,9228,24915,5949,2339,6177,15950,20459,12959,12524,8126,6710,13818,5732,7733,-86,21880,11446,10433,28010,11291,3228,1914,21332,15707,12939,2204,11010,82,14353,17569,8049,1424,17720,8453,20836,2576,17617,15775,13878,23947,12832,5617,2469,5754,25327,14423,17062,9137,11390,6923,1345,820,645,-104,11621,492,-362,6456,30525,13287,7733,2236,6201,1319,19878,18555,400,17595,15719,7339,4980,11654,5104,5959,574.822275213915,2488.547066168589,37749,-22571,60320,0,AML,1,0
20563,14464,18595,18938,-61,31442,7711,20000,1923,18252,14464,7518,20472,21896,-152,20576,9138,-24493,13022,16561,11686,4994,-324,23636,11036,115,18486,14763,607,45,43,17961,13144,14461,17465,12833,585,15832,7915,1014,-101,19954,14056,15098,16269,15105,5674,-225,13876,19082,15761,851,14103,45,14470,22695,1232,14131,8792,12704,14007,7219,20038,10688,18520,15769,15392,6079,578,1934,19127,19602,18947,14650,14978,13668,1235,1527,15391,-881,12168,-177,544,12496,24782,12480,13549,4149,9830,1243,9620,15401,364,12166,18320,12933,6808,13143,7148,8248,639.3882732501052,2415.9617450148853,31442,-24493,55935,0,AML,1,0
4943,8064,31068,15525,9877,20878,3976,31321,8438,10343,24601,17889,13339,31534,17085,1613,22222,-11978,21609,7518,10737,15665,-353,11457,15196,-51,24089,17932,21946,60,15963,2993,20,2913,23593,12965,20487,21734,10343,7331,-43,21037,26920,24180,28110,968,5460,-104,22225,22720,19448,790,4078,138,4452,20443,11264,5345,15305,8505,15696,7174,9813,11651,12622,19589,6327,16396,322,988,19866,24064,10351,7334,5732,7534,4944,787,4121,2229,12122,-308,235,18426,29391,17604,15130,1540,2318,648,155,17436,6009,11063,12238,9952,1867,20719,1649,14946,668.701220367513,2505.0670098521355,35742,-11978,47720,0,AML,1,0
2545,3115,38690,9267,74,9788,2167,37108,11903,1780,30030,3982,11995,21282,9927,14092,9986,-11067,28550,2466,3168,1971,-7,15277,28647,78,15490,20183,14957,249,13436,4086,127,1731,15020,9251,10562,6932,6146,5658,-35,23857,16637,15036,33254,518,3272,-112,26111,21675,7419,929,1603,241,2574,18644,11967,1153,13878,2519,20230,3101,13046,6157,9835,23151,5102,12777,149,5037,23591,22503,14128,3789,3182,4186,5074,715,345,269,14617,-227,312,11462,32977,16797,10507,992,1096,1004,-58,21661,809,6674,19525,10446,2114,21009,2048,4939,497.19581989058776,2436.4680316443614,38690,-11067,49757,0,AML,1,0
49282,59647,58203,10769,0,41573,43434,39663,20320,24629,38832,14991,14320,43858,6178,19612,14230,-16131,33163,25213,14193,1369,18,12320,2571,77,36483,26322,2262,15390,1900,3916,2132,7767,27633,6729,10191,23494,3193,4818,194,17473,41768,39623,27451,3857,4043,-173,28910,18848,19374,982,3406,531,4846,9449,806,13504,26876,12255,14969,10908,5780,7007,20586,24690,8052,15124,1712,488,16230,11173,11671,12833,5721,13992,5928,744,6497,2219,4145,-454,1190,6311,24128,25673,10707,6361,4367,1845,661,20938,587,7551,8067,13810,11007,12082,12731,9310,561.9643708795062,2688.424071941304,59647,-16131,75778,1,AML,1,1
34378,29929,31022,18444,34591,22551,17659,33011,31304,9902,26278,10766,2155,33580,16489,7833,27285,-9338,23848,6082,2460,5579,-112,15080,25625,68,21466,20757,38683,818,40792,501,160,1080,24538,9166,14603,9135,6604,7527,-58,17737,25423,25656,27585,924,285,-63,21639,14509,25420,490,972,20,2015,15191,33633,2958,15924,2828,18761,3445,11713,13746,14745,20371,3050,15334,945,8929,21628,24349,16673,5286,5453,8353,17258,678,2458,1657,8024,-225,328,7167,30297,15118,10228,578,591,1162,74,13589,2507,14025,13538,19654,4193,20390,3267,7061,561.0046289802216,2615.321811664874,40792,-9338,50130,1,AML,1,1
36026,30107,36915,25102,-201,28843,19645,37374,60,19502,31704,11118,19018,31262,-474,17887,28390,-16268,27480,9855,123,2334,-986,14081,2297,4,22688,19109,3420,533,2663,20633,13968,22941,23622,7226,-229,13635,6094,448,-82,23004,28813,27634,28026,5286,1796,-56,26247,26591,16528,448,13990,166,9885,16381,3129,7939,16914,8866,14764,2158,13175,15412,11576,24920,16342,8019,214,420,18201,16487,16459,8201,6927,15969,257,346,9937,895,4148,-244,153,9031,21819,15416,9742,3927,4105,1636,5864,18110,5743,13099,9926,11844,3017,12861,3008,11324,581.0065927900126,2467.740996555121,37374,-16268,53642,0,ALL,0,0
3542,5836,22818,8212,-5,25685,2621,27138,7244,16070,21598,7642,23373,16573,171,22494,17371,-14244,21042,10207,12735,2928,-597,10245,4561,142,18694,18797,3911,220,2483,11733,7229,14684,8175,13581,461,17819,4799,920,84,11631,20322,20217,23125,9837,4536,104,19462,21299,18200,1562,10311,-35,11879,17390,2161,10027,9698,9026,14968,2673,22481,9357,12229,17825,7440,12201,67,386,20096,16785,15767,8893,7028,11943,4744,2752,7672,-309,10668,120,-113,11064,27447,14549,10285,8337,12218,2583,2964,19507,1615,11967,15617,14758,2906,15132,2703,12539,556.0541450413803,2360.238246414982,27447,-14244,41691,0,ALL,0,0
53204,33833,39323,3946,58,24407,29136,37795,410,3670,26658,6383,2188,15596,1651,8252,228,-7626,31953,2968,2103,4283,804,6687,380,349,14611,21197,117,15700,-195,1260,621,11193,10269,11014,1084,4709,5746,745,-63,12281,14726,18156,28973,4005,638,569,27058,15713,7626,1830,4329,1653,4444,18452,2,3057,21360,6276,9615,1843,20695,17243,17445,15852,5270,4505,6322,215,17406,18871,15585,7574,6368,9232,154,1356,1993,2621,8930,130,1947,7922,31305,11777,9086,643,4924,1056,130,17358,1451,13525,13681,15309,945,12962,1260,9617,530.4950203394585,2463.1088269023016,53204,-7626,60830,0,ALL,0,0
32,77,15689,25367,-398,31585,-52,20306,17505,21350,15969,24172,23895,22495,5777,21048,5895,-20782,15058,17527,19680,4178,-595,11955,2270,1030,23111,15138,2203,-59,1749,3508,9612,15485,16134,8132,2471,18230,5076,6403,-486,18080,17352,16462,17044,18579,7586,3762,13441,24292,18214,2801,4525,294,8993,18990,-357,18177,9666,10768,11709,12955,20706,9753,21028,14331,12113,14521,-32,744,18094,16474,10887,11076,12987,12589,9297,1863,15975,1090,10168,1076,651,12854,23899,13137,18478,12101,8030,1562,2931,16893,1457,10420,15762,19182,7392,17494,7202,17446,727.5933511011362,2488.3409629254684,31585,-20782,52367,0,ALL,0,0
382,780,41570,71369,252,17789,252,49267,-154,10640,33532,14341,26632,11687,1173,6316,3917,-26258,30016,11185,3293,1450,-864,8395,2914,146,8371,45932,284,303,-534,8851,2667,16141,9935,3928,3461,24106,2952,2331,-439,11570,27611,26443,18613,2483,5953,-159,25857,32079,8523,414,5465,661,12351,9428,737,6422,7428,10965,5408,1659,16355,13226,8295,18830,13164,9220,127,2738,21232,8832,18911,6585,6541,15412,268,2152,3817,845,10900,-834,1019,16263,24678,17369,13351,4147,894,8883,73,17705,-1425,13489,6156,13931,891,5522,1097,15002,686.8506101837565,2703.734409427072,71369,-26258,97627,1,ALL,0,0
7531,11055,39538,48374,-97,29775,5347,41778,17626,27467,22642,21129,27597,21247,29817,28552,2606,-11973,33016,24335,24178,4816,189,6883,1255,201,14000,36084,264,335,-227,2717,322,10353,11301,4281,12519,14188,2115,39040,245,6822,32898,34026,31703,6443,9403,34,20297,27745,23272,3116,2977,1522,6612,10905,463,8924,19563,11637,9718,21096,15228,10186,18295,12001,6813,15436,488,1014,19449,8993,13590,9118,6658,10629,15487,1276,9793,2791,4670,-308,5131,8808,14505,18916,23311,3424,4793,2082,37,16680,227,10284,6276,16840,14347,8310,13265,12570,671.1649600224436,2659.958980363718,48374,-11973,60347,1,ALL,0,1
